n_samples,n_dimensions,n_unique_labels,methods_used,overall_risk,hbac_shortcut_detected,hbac_confidence,hbac_n_clusters,probe_accuracy,statistical_n_significant_comparisons
1000,128,2,"hbac, probe, statistical",HIGH,True,high,4,1.0,1
